"metro","date","time","cases","newCases","deaths","newDeaths","population","closePublicSchools","banGatherings","closeSocialRetail","stayAtHome"
"Charlotte-Gastonia-Rock Hill, NC-SC",2020-04-03,33,790,91,5,0,2062992,1,1,1,1
"Charlotte-Gastonia-Rock Hill, NC-SC",2020-04-04,34,890,100,8,3,2062992,1,1,1,1
"Charlotte-Gastonia-Rock Hill, NC-SC",2020-04-05,35,928,38,10,2,2062992,1,1,1,1
"Charlotte-Gastonia-Rock Hill, NC-SC",2020-04-06,36,1025,97,13,3,2062992,1,1,1,1
"Charlotte-Gastonia-Rock Hill, NC-SC",2020-04-07,37,1140,115,14,1,2062992,1,1,1,1
"Charlotte-Gastonia-Rock Hill, NC-SC",2020-04-08,38,1180,40,16,2,2062992,1,1,1,1
"Charlotte-Gastonia-Rock Hill, NC-SC",2020-04-09,39,1224,44,18,2,2062992,1,1,1,1
"Charlotte-Gastonia-Rock Hill, NC-SC",2020-04-10,40,1298,74,18,0,2062992,1,1,1,1
"Charlotte-Gastonia-Rock Hill, NC-SC",2020-04-11,41,1350,52,19,1,2062992,1,1,1,1
"Charlotte-Gastonia-Rock Hill, NC-SC",2020-04-12,42,1387,37,20,1,2062992,1,1,1,1
"Charlotte-Gastonia-Rock Hill, NC-SC",2020-04-13,43,1455,68,20,0,2062992,1,1,1,1
"Charlotte-Gastonia-Rock Hill, NC-SC",2020-04-14,44,1517,62,27,7,2062992,1,1,1,1
"Charlotte-Gastonia-Rock Hill, NC-SC",2020-04-15,45,1548,31,31,4,2062992,1,1,1,1
"Charlotte-Gastonia-Rock Hill, NC-SC",2020-04-16,46,1653,105,31,0,2062992,1,1,1,1
"Charlotte-Gastonia-Rock Hill, NC-SC",2020-04-17,47,1729,76,33,2,2062992,1,1,1,1
"Chicago-Joliet-Naperville, IL-IN-WI",2020-03-01,0,3,0,0,0,9498716,0,0,0,0
"Chicago-Joliet-Naperville, IL-IN-WI",2020-03-02,1,4,1,0,0,9498716,0,0,0,0
"Chicago-Joliet-Naperville, IL-IN-WI",2020-03-03,2,4,0,0,0,9498716,0,0,0,0
"Chicago-Joliet-Naperville, IL-IN-WI",2020-03-04,3,4,0,0,0,9498716,0,0,0,0
"Chicago-Joliet-Naperville, IL-IN-WI",2020-03-05,4,5,1,0,0,9498716,0,0,0,0
"Chicago-Joliet-Naperville, IL-IN-WI",2020-03-06,5,6,1,0,0,9498716,0,0,0,0
"Chicago-Joliet-Naperville, IL-IN-WI",2020-03-07,6,6,0,0,0,9498716,0,0,0,0
"Chicago-Joliet-Naperville, IL-IN-WI",2020-03-08,7,7,1,0,0,9498716,0,0,0,0
"Chicago-Joliet-Naperville, IL-IN-WI",2020-03-09,8,11,4,0,0,9498716,0,0,0,0
"Chicago-Joliet-Naperville, IL-IN-WI",2020-03-10,9,19,8,0,0,9498716,0,0,0,0
"Chicago-Joliet-Naperville, IL-IN-WI",2020-03-11,10,25,6,0,0,9498716,0,0,0,0
"Chicago-Joliet-Naperville, IL-IN-WI",2020-03-12,11,32,7,0,0,9498716,0,0,0,0
"Chicago-Joliet-Naperville, IL-IN-WI",2020-03-13,12,46,14,0,0,9498716,0,0,0,0
"Chicago-Joliet-Naperville, IL-IN-WI",2020-03-14,13,60,14,0,0,9498716,0,0,0,0
"Chicago-Joliet-Naperville, IL-IN-WI",2020-03-15,14,85,25,0,0,9498716,0,0,0,0
"Chicago-Joliet-Naperville, IL-IN-WI",2020-03-16,15,93,8,0,0,9498716,0,0,0,0
"Chicago-Joliet-Naperville, IL-IN-WI",2020-03-17,16,153,60,1,1,9498716,0,0,1,0
"Chicago-Joliet-Naperville, IL-IN-WI",2020-03-18,17,269,116,1,0,9498716,0,0,1,0
"Chicago-Joliet-Naperville, IL-IN-WI",2020-03-19,18,404,135,3,2,9498716,0,0,1,0
"Chicago-Joliet-Naperville, IL-IN-WI",2020-03-20,19,562,158,4,1,9498716,0,0,1,0
"Chicago-Joliet-Naperville, IL-IN-WI",2020-03-21,20,726,164,5,1,9498716,1,1,1,1
"Chicago-Joliet-Naperville, IL-IN-WI",2020-03-22,21,1024,298,7,2,9498716,1,1,1,1
"Chicago-Joliet-Naperville, IL-IN-WI",2020-03-23,22,1200,176,10,3,9498716,1,1,1,1
"Chicago-Joliet-Naperville, IL-IN-WI",2020-03-24,23,1507,307,14,4,9498716,1,1,1,1
"Chicago-Joliet-Naperville, IL-IN-WI",2020-03-25,24,1840,333,17,3,9498716,1,1,1,1
"Chicago-Joliet-Naperville, IL-IN-WI",2020-03-26,25,2492,652,25,8,9498716,1,1,1,1
"Chicago-Joliet-Naperville, IL-IN-WI",2020-03-27,26,2989,497,35,10,9498716,1,1,1,1
"Chicago-Joliet-Naperville, IL-IN-WI",2020-03-28,27,3496,507,48,13,9498716,1,1,1,1
"Chicago-Joliet-Naperville, IL-IN-WI",2020-03-29,28,4525,1029,66,18,9498716,1,1,1,1
"Chicago-Joliet-Naperville, IL-IN-WI",2020-03-30,29,4957,432,76,10,9498716,1,1,1,1
"Chicago-Joliet-Naperville, IL-IN-WI",2020-03-31,30,5905,948,103,27,9498716,1,1,1,1
"Chicago-Joliet-Naperville, IL-IN-WI",2020-04-01,31,6870,965,142,39,9498716,1,1,1,1
"Chicago-Joliet-Naperville, IL-IN-WI",2020-04-02,32,7568,698,157,15,9498716,1,1,1,1
"Chicago-Joliet-Naperville, IL-IN-WI",2020-04-03,33,8758,1190,203,46,9498716,1,1,1,1
"Chicago-Joliet-Naperville, IL-IN-WI",2020-04-04,34,10201,1443,237,34,9498716,1,1,1,1
"Chicago-Joliet-Naperville, IL-IN-WI",2020-04-05,35,11050,849,268,31,9498716,1,1,1,1
"Chicago-Joliet-Naperville, IL-IN-WI",2020-04-06,36,11990,940,297,29,9498716,1,1,1,1
"Chicago-Joliet-Naperville, IL-IN-WI",2020-04-07,37,13212,1222,366,69,9498716,1,1,1,1
"Chicago-Joliet-Naperville, IL-IN-WI",2020-04-08,38,14644,1432,442,76,9498716,1,1,1,1
"Chicago-Joliet-Naperville, IL-IN-WI",2020-04-09,39,15916,1272,512,70,9498716,1,1,1,1
"Chicago-Joliet-Naperville, IL-IN-WI",2020-04-10,40,17311,1395,582,70,9498716,1,1,1,1
"Chicago-Joliet-Naperville, IL-IN-WI",2020-04-11,41,18642,1331,656,74,9498716,1,1,1,1
"Chicago-Joliet-Naperville, IL-IN-WI",2020-04-12,42,20296,1654,700,44,9498716,1,1,1,1
"Chicago-Joliet-Naperville, IL-IN-WI",2020-04-13,43,21474,1178,775,75,9498716,1,1,1,1
"Chicago-Joliet-Naperville, IL-IN-WI",2020-04-14,44,22663,1189,846,71,9498716,1,1,1,1
"Chicago-Joliet-Naperville, IL-IN-WI",2020-04-15,45,23998,1335,922,76,9498716,1,1,1,1
"Chicago-Joliet-Naperville, IL-IN-WI",2020-04-16,46,25139,1141,1042,120,9498716,1,1,1,1
"Chicago-Joliet-Naperville, IL-IN-WI",2020-04-17,47,26918,1779,1098,56,9498716,1,1,1,1
"Cincinnati-Middletown, OH-KY-IN",2020-03-01,0,0,0,0,0,2205908,0,0,0,0
"Cincinnati-Middletown, OH-KY-IN",2020-03-02,1,0,0,0,0,2205908,0,0,0,0
"Cincinnati-Middletown, OH-KY-IN",2020-03-03,2,0,0,0,0,2205908,0,0,0,0
"Cincinnati-Middletown, OH-KY-IN",2020-03-09,8,0,0,0,0,2205908,0,0,0,0
"Cincinnati-Middletown, OH-KY-IN",2020-03-14,13,4,4,0,0,2205908,0,0,0,0
"Cincinnati-Middletown, OH-KY-IN",2020-03-15,14,6,2,0,0,2205908,0,0,0,0
"Cincinnati-Middletown, OH-KY-IN",2020-03-16,15,6,0,0,0,2205908,0,0,0,0
"Cincinnati-Middletown, OH-KY-IN",2020-03-17,16,8,2,0,0,2205908,0,0,1,0
"Cincinnati-Middletown, OH-KY-IN",2020-03-18,17,11,3,0,0,2205908,0,0,1,0
"Cincinnati-Middletown, OH-KY-IN",2020-03-19,18,13,2,0,0,2205908,0,0,1,0
"Cincinnati-Middletown, OH-KY-IN",2020-03-20,19,24,11,0,0,2205908,0,0,1,0
"Cincinnati-Middletown, OH-KY-IN",2020-03-21,20,33,9,0,0,2205908,1,1,1,1
"Cincinnati-Middletown, OH-KY-IN",2020-03-22,21,55,22,0,0,2205908,1,1,1,1
"Cincinnati-Middletown, OH-KY-IN",2020-03-23,22,64,9,0,0,2205908,1,1,1,1
"Cincinnati-Middletown, OH-KY-IN",2020-03-24,23,86,22,0,0,2205908,1,1,1,1
"Cincinnati-Middletown, OH-KY-IN",2020-03-25,24,101,15,0,0,2205908,1,1,1,1
"Cincinnati-Middletown, OH-KY-IN",2020-03-26,25,121,20,1,1,2205908,1,1,1,1
"Cincinnati-Middletown, OH-KY-IN",2020-03-27,26,150,29,2,1,2205908,1,1,1,1
"Cincinnati-Middletown, OH-KY-IN",2020-03-28,27,179,29,4,2,2205908,1,1,1,1
"Cincinnati-Middletown, OH-KY-IN",2020-03-29,28,206,27,5,1,2205908,1,1,1,1
"Cincinnati-Middletown, OH-KY-IN",2020-03-30,29,232,26,7,2,2205908,1,1,1,1
"Cincinnati-Middletown, OH-KY-IN",2020-03-31,30,277,45,8,1,2205908,1,1,1,1
"Cincinnati-Middletown, OH-KY-IN",2020-04-01,31,327,50,9,1,2205908,1,1,1,1
"Cincinnati-Middletown, OH-KY-IN",2020-04-02,32,380,53,14,5,2205908,1,1,1,1
"Cincinnati-Middletown, OH-KY-IN",2020-04-03,33,439,59,16,2,2205908,1,1,1,1
"Cincinnati-Middletown, OH-KY-IN",2020-04-04,34,535,96,17,1,2205908,1,1,1,1
"Cincinnati-Middletown, OH-KY-IN",2020-04-05,35,650,115,20,3,2205908,1,1,1,1
"Cincinnati-Middletown, OH-KY-IN",2020-04-06,36,746,96,26,6,2205908,1,1,1,1
"Cincinnati-Middletown, OH-KY-IN",2020-04-07,37,834,88,37,11,2205908,1,1,1,1
"Cincinnati-Middletown, OH-KY-IN",2020-04-08,38,884,50,39,2,2205908,1,1,1,1
"Cincinnati-Middletown, OH-KY-IN",2020-04-09,39,970,86,40,1,2205908,1,1,1,1
"Cincinnati-Middletown, OH-KY-IN",2020-04-10,40,1041,71,41,1,2205908,1,1,1,1
"Cincinnati-Middletown, OH-KY-IN",2020-04-11,41,1100,59,45,4,2205908,1,1,1,1
"Cincinnati-Middletown, OH-KY-IN",2020-04-12,42,1119,19,46,1,2205908,1,1,1,1
"Cincinnati-Middletown, OH-KY-IN",2020-04-13,43,1154,35,50,4,2205908,1,1,1,1
"Cincinnati-Middletown, OH-KY-IN",2020-04-14,44,1205,51,60,10,2205908,1,1,1,1
"Cincinnati-Middletown, OH-KY-IN",2020-04-15,45,1255,50,63,3,2205908,1,1,1,1
"Cincinnati-Middletown, OH-KY-IN",2020-04-16,46,1318,63,66,3,2205908,1,1,1,1
"Cincinnati-Middletown, OH-KY-IN",2020-04-17,47,1409,91,71,5,2205908,1,1,1,1
"Cleveland-Elyria-Mentor, OH",2020-03-01,0,0,0,0,0,2057009,0,0,0,0
"Cleveland-Elyria-Mentor, OH",2020-03-02,1,0,0,0,0,2057009,0,0,0,0
"Cleveland-Elyria-Mentor, OH",2020-03-03,2,0,0,0,0,2057009,0,0,0,0
"Cleveland-Elyria-Mentor, OH",2020-03-09,8,3,3,0,0,2057009,0,0,0,0
"Cleveland-Elyria-Mentor, OH",2020-03-10,9,3,0,0,0,2057009,0,0,0,0
"Cleveland-Elyria-Mentor, OH",2020-03-11,10,3,0,0,0,2057009,0,0,0,0
"Cleveland-Elyria-Mentor, OH",2020-03-12,11,3,0,0,0,2057009,0,0,0,0
"Cleveland-Elyria-Mentor, OH",2020-03-13,12,11,8,0,0,2057009,0,0,0,0
"Cleveland-Elyria-Mentor, OH",2020-03-14,13,12,1,0,0,2057009,0,0,0,0
"Cleveland-Elyria-Mentor, OH",2020-03-15,14,17,5,0,0,2057009,0,0,0,0
"Cleveland-Elyria-Mentor, OH",2020-03-16,15,30,13,0,0,2057009,0,0,0,0
"Cleveland-Elyria-Mentor, OH",2020-03-17,16,40,10,0,0,2057009,0,0,0,0
"Cleveland-Elyria-Mentor, OH",2020-03-18,17,51,11,0,0,2057009,0,0,0,0
"Cleveland-Elyria-Mentor, OH",2020-03-19,18,67,16,0,0,2057009,0,0,0,0
"Cleveland-Elyria-Mentor, OH",2020-03-20,19,88,21,0,0,2057009,0,1,1,0
"Cleveland-Elyria-Mentor, OH",2020-03-21,20,120,32,1,1,2057009,0,1,1,0
"Cleveland-Elyria-Mentor, OH",2020-03-22,21,162,42,1,0,2057009,0,1,1,0
"Cleveland-Elyria-Mentor, OH",2020-03-23,22,198,36,1,0,2057009,0,1,1,0
"Cleveland-Elyria-Mentor, OH",2020-03-24,23,228,30,2,1,2057009,0,1,1,0
"Cleveland-Elyria-Mentor, OH",2020-03-25,24,283,55,2,0,2057009,1,1,1,0
"Cleveland-Elyria-Mentor, OH",2020-03-26,25,353,70,2,0,2057009,1,1,1,1
"Cleveland-Elyria-Mentor, OH",2020-03-27,26,455,102,3,1,2057009,1,1,1,1
"Cleveland-Elyria-Mentor, OH",2020-03-28,27,516,61,4,1,2057009,1,1,1,1
"Cleveland-Elyria-Mentor, OH",2020-03-29,28,620,104,7,3,2057009,1,1,1,1
"Cleveland-Elyria-Mentor, OH",2020-03-30,29,684,64,8,1,2057009,1,1,1,1
"Cleveland-Elyria-Mentor, OH",2020-03-31,30,732,48,11,3,2057009,1,1,1,1
"Cleveland-Elyria-Mentor, OH",2020-04-01,31,806,74,14,3,2057009,1,1,1,1
"Cleveland-Elyria-Mentor, OH",2020-04-02,32,916,110,18,4,2057009,1,1,1,1
"Cleveland-Elyria-Mentor, OH",2020-04-03,33,1048,132,19,1,2057009,1,1,1,1
"Cleveland-Elyria-Mentor, OH",2020-04-04,34,1074,26,20,1,2057009,1,1,1,1
"Cleveland-Elyria-Mentor, OH",2020-04-05,35,1131,57,22,2,2057009,1,1,1,1
"Cleveland-Elyria-Mentor, OH",2020-04-06,36,1198,67,24,2,2057009,1,1,1,1
"Cleveland-Elyria-Mentor, OH",2020-04-07,37,1248,50,29,5,2057009,1,1,1,1
"Cleveland-Elyria-Mentor, OH",2020-04-08,38,1333,85,36,7,2057009,1,1,1,1
"Cleveland-Elyria-Mentor, OH",2020-04-09,39,1405,72,39,3,2057009,1,1,1,1
"Cleveland-Elyria-Mentor, OH",2020-04-10,40,1462,57,39,0,2057009,1,1,1,1
"Cleveland-Elyria-Mentor, OH",2020-04-11,41,1546,84,42,3,2057009,1,1,1,1
"Cleveland-Elyria-Mentor, OH",2020-04-12,42,1613,67,43,1,2057009,1,1,1,1
"Cleveland-Elyria-Mentor, OH",2020-04-13,43,1678,65,46,3,2057009,1,1,1,1
"Cleveland-Elyria-Mentor, OH",2020-04-14,44,1736,58,58,12,2057009,1,1,1,1
"Cleveland-Elyria-Mentor, OH",2020-04-15,45,1812,76,66,8,2057009,1,1,1,1
"Cleveland-Elyria-Mentor, OH",2020-04-16,46,1897,85,71,5,2057009,1,1,1,1
"Cleveland-Elyria-Mentor, OH",2020-04-17,47,1984,87,82,11,2057009,1,1,1,1
"Columbus, OH",2020-03-01,0,0,0,0,0,2042123,0,0,0,0
"Columbus, OH",2020-03-02,1,0,0,0,0,2042123,0,0,0,0
"Columbus, OH",2020-03-03,2,0,0,0,0,2042123,0,0,0,0
"Columbus, OH",2020-03-09,8,0,0,0,0,2042123,0,0,0,0
"Columbus, OH",2020-03-14,13,1,1,0,0,2042123,0,0,0,0
"Columbus, OH",2020-03-15,14,3,2,0,0,2042123,0,0,0,0
"Columbus, OH",2020-03-16,15,3,0,0,0,2042123,0,0,0,0
"Columbus, OH",2020-03-17,16,4,1,0,0,2042123,0,0,0,0
"Columbus, OH",2020-03-18,17,8,4,0,0,2042123,0,0,1,0
"Columbus, OH",2020-03-19,18,12,4,0,0,2042123,1,0,1,0
"Columbus, OH",2020-03-20,19,17,5,0,0,2042123,1,0,1,0
"Columbus, OH",2020-03-21,20,27,10,0,0,2042123,1,0,1,0
"Columbus, OH",2020-03-22,21,42,15,0,0,2042123,1,0,1,0
"Columbus, OH",2020-03-23,22,56,14,2,2,2042123,1,0,1,0
"Columbus, OH",2020-03-24,23,93,37,2,0,2042123,1,0,1,0
"Columbus, OH",2020-03-25,24,116,23,2,0,2042123,1,1,1,1
"Columbus, OH",2020-03-26,25,143,27,2,0,2042123,1,1,1,1
"Columbus, OH",2020-03-27,26,201,58,2,0,2042123,1,1,1,1
"Columbus, OH",2020-03-28,27,287,86,2,0,2042123,1,1,1,1
"Columbus, OH",2020-03-29,28,320,33,2,0,2042123,1,1,1,1
"Columbus, OH",2020-03-30,29,367,47,3,1,2042123,1,1,1,1
"Columbus, OH",2020-03-31,30,427,60,4,1,2042123,1,1,1,1
"Columbus, OH",2020-04-01,31,511,84,7,3,2042123,1,1,1,1
"Columbus, OH",2020-04-02,32,577,66,8,1,2042123,1,1,1,1
"Columbus, OH",2020-04-03,33,668,91,9,1,2042123,1,1,1,1
"Columbus, OH",2020-04-04,34,757,89,10,1,2042123,1,1,1,1
"Columbus, OH",2020-04-05,35,827,70,13,3,2042123,1,1,1,1
"Columbus, OH",2020-04-06,36,889,62,14,1,2042123,1,1,1,1
"Columbus, OH",2020-04-07,37,963,74,18,4,2042123,1,1,1,1
"Columbus, OH",2020-04-08,38,1038,75,18,0,2042123,1,1,1,1
"Columbus, OH",2020-04-09,39,1107,69,21,3,2042123,1,1,1,1
"Columbus, OH",2020-04-10,40,1175,68,21,0,2042123,1,1,1,1
"Columbus, OH",2020-04-11,41,1233,58,22,1,2042123,1,1,1,1
"Columbus, OH",2020-04-12,42,1300,67,22,0,2042123,1,1,1,1
"Columbus, OH",2020-04-13,43,1405,105,24,2,2042123,1,1,1,1
"Columbus, OH",2020-04-14,44,1470,65,27,3,2042123,1,1,1,1
"Columbus, OH",2020-04-15,45,1610,140,29,2,2042123,1,1,1,1
"Columbus, OH",2020-04-16,46,1764,154,35,6,2042123,1,1,1,1
"Columbus, OH",2020-04-17,47,1936,172,38,3,2042123,1,1,1,1
"Dallas-Fort Worth-Arlington, TX",2020-03-01,0,0,0,0,0,7475507,0,0,0,0
"Dallas-Fort Worth-Arlington, TX",2020-03-02,1,0,0,0,0,7475507,0,0,0,0
"Dallas-Fort Worth-Arlington, TX",2020-03-03,2,0,0,0,0,7475507,0,0,0,0
"Dallas-Fort Worth-Arlington, TX",2020-03-09,8,1,1,0,0,7475507,0,0,0,0
"Dallas-Fort Worth-Arlington, TX",2020-03-10,9,6,5,0,0,7475507,0,0,0,0
"Dallas-Fort Worth-Arlington, TX",2020-03-11,10,7,1,0,0,7475507,0,0,0,0
"Dallas-Fort Worth-Arlington, TX",2020-03-12,11,13,6,0,0,7475507,0,0,0,0
"Dallas-Fort Worth-Arlington, TX",2020-03-13,12,16,3,0,0,7475507,0,0,0,0
"Dallas-Fort Worth-Arlington, TX",2020-03-14,13,22,6,0,0,7475507,0,0,0,0
"Dallas-Fort Worth-Arlington, TX",2020-03-15,14,27,5,0,0,7475507,0,0,0,0
"Dallas-Fort Worth-Arlington, TX",2020-03-16,15,28,1,0,0,7475507,0,0,0,0
"Dallas-Fort Worth-Arlington, TX",2020-03-17,16,40,12,0,0,7475507,0,0,0,0
"Dallas-Fort Worth-Arlington, TX",2020-03-18,17,60,20,1,1,7475507,1,0,0,0
"Dallas-Fort Worth-Arlington, TX",2020-03-19,18,106,46,2,1,7475507,1,1,0,0
"Dallas-Fort Worth-Arlington, TX",2020-03-20,19,149,43,3,1,7475507,1,1,0,0
"Dallas-Fort Worth-Arlington, TX",2020-03-21,20,202,53,3,0,7475507,1,1,0,0
"Dallas-Fort Worth-Arlington, TX",2020-03-22,21,254,52,4,1,7475507,1,1,1,0
"Dallas-Fort Worth-Arlington, TX",2020-03-23,22,304,50,4,0,7475507,1,1,1,0
"Dallas-Fort Worth-Arlington, TX",2020-03-24,23,325,21,7,3,7475507,1,1,1,0
"Dallas-Fort Worth-Arlington, TX",2020-03-25,24,389,64,8,1,7475507,1,1,1,0
"Dallas-Fort Worth-Arlington, TX",2020-03-26,25,580,191,10,2,7475507,1,1,1,0
"Dallas-Fort Worth-Arlington, TX",2020-03-27,26,763,183,10,0,7475507,1,1,1,1
"Dallas-Fort Worth-Arlington, TX",2020-03-28,27,860,97,13,3,7475507,1,1,1,1
"Dallas-Fort Worth-Arlington, TX",2020-03-29,28,915,55,13,0,7475507,1,1,1,1
"Dallas-Fort Worth-Arlington, TX",2020-03-30,29,1077,162,17,4,7475507,1,1,1,1
"Dallas-Fort Worth-Arlington, TX",2020-03-31,30,1212,135,20,3,7475507,1,1,1,1
"Dallas-Fort Worth-Arlington, TX",2020-04-01,31,1487,275,24,4,7475507,1,1,1,1
"Dallas-Fort Worth-Arlington, TX",2020-04-02,32,1683,196,30,6,7475507,1,1,1,1
"Dallas-Fort Worth-Arlington, TX",2020-04-03,33,1881,198,33,3,7475507,1,1,1,1
"Dallas-Fort Worth-Arlington, TX",2020-04-04,34,2041,160,38,5,7475507,1,1,1,1
"Dallas-Fort Worth-Arlington, TX",2020-04-05,35,2178,137,42,4,7475507,1,1,1,1
"Dallas-Fort Worth-Arlington, TX",2020-04-06,36,2356,178,45,3,7475507,1,1,1,1
"Dallas-Fort Worth-Arlington, TX",2020-04-07,37,2532,176,51,6,7475507,1,1,1,1
"Dallas-Fort Worth-Arlington, TX",2020-04-08,38,2805,273,53,2,7475507,1,1,1,1
"Dallas-Fort Worth-Arlington, TX",2020-04-09,39,3030,225,59,6,7475507,1,1,1,1
"Dallas-Fort Worth-Arlington, TX",2020-04-10,40,3234,204,64,5,7475507,1,1,1,1
"Dallas-Fort Worth-Arlington, TX",2020-04-11,41,3429,195,68,4,7475507,1,1,1,1
"Dallas-Fort Worth-Arlington, TX",2020-04-12,42,3635,206,79,11,7475507,1,1,1,1
"Dallas-Fort Worth-Arlington, TX",2020-04-13,43,3836,201,85,6,7475507,1,1,1,1
"Dallas-Fort Worth-Arlington, TX",2020-04-14,44,4010,174,101,16,7475507,1,1,1,1
"Dallas-Fort Worth-Arlington, TX",2020-04-15,45,4198,188,103,2,7475507,1,1,1,1
"Dallas-Fort Worth-Arlington, TX",2020-04-16,46,4345,147,115,12,7475507,1,1,1,1
"Dallas-Fort Worth-Arlington, TX",2020-04-17,47,4725,380,123,8,7475507,1,1,1,1
"Denver-Aurora-Broomfield, CO",2020-03-01,0,0,0,0,0,2932415,0,0,0,0
"Denver-Aurora-Broomfield, CO",2020-03-02,1,0,0,0,0,2932415,0,0,0,0
"Denver-Aurora-Broomfield, CO",2020-03-03,2,0,0,0,0,2932415,0,0,0,0
"Denver-Aurora-Broomfield, CO",2020-03-05,4,2,2,0,0,2932415,0,0,0,0
"Denver-Aurora-Broomfield, CO",2020-03-06,5,6,4,0,0,2932415,0,0,0,0
"Denver-Aurora-Broomfield, CO",2020-03-07,6,6,0,0,0,2932415,0,0,0,0
"Denver-Aurora-Broomfield, CO",2020-03-08,7,6,0,0,0,2932415,0,0,0,0
"Denver-Aurora-Broomfield, CO",2020-03-09,8,8,2,0,0,2932415,0,0,0,0
"Denver-Aurora-Broomfield, CO",2020-03-10,9,11,3,0,0,2932415,0,0,0,0
"Denver-Aurora-Broomfield, CO",2020-03-11,10,16,5,0,0,2932415,0,0,0,0
"Denver-Aurora-Broomfield, CO",2020-03-12,11,22,6,0,0,2932415,0,0,0,0
"Denver-Aurora-Broomfield, CO",2020-03-13,12,39,17,0,0,2932415,0,0,0,0
"Denver-Aurora-Broomfield, CO",2020-03-14,13,53,14,0,0,2932415,0,0,0,0
"Denver-Aurora-Broomfield, CO",2020-03-15,14,70,17,0,0,2932415,0,0,0,0
"Denver-Aurora-Broomfield, CO",2020-03-16,15,77,7,0,0,2932415,0,0,0,0
"Denver-Aurora-Broomfield, CO",2020-03-17,16,97,20,0,0,2932415,0,0,0,0
"Denver-Aurora-Broomfield, CO",2020-03-18,17,115,18,0,0,2932415,1,0,0,0
"Denver-Aurora-Broomfield, CO",2020-03-19,18,145,30,0,0,2932415,1,1,0,0
"Denver-Aurora-Broomfield, CO",2020-03-20,19,178,33,0,0,2932415,1,1,0,0
"Denver-Aurora-Broomfield, CO",2020-03-21,20,230,52,0,0,2932415,1,1,0,0
"Denver-Aurora-Broomfield, CO",2020-03-22,21,280,50,0,0,2932415,1,1,1,0
"Denver-Aurora-Broomfield, CO",2020-03-23,22,343,63,0,0,2932415,1,1,1,0
"Denver-Aurora-Broomfield, CO",2020-03-24,23,410,67,0,0,2932415,1,1,1,0
"Denver-Aurora-Broomfield, CO",2020-03-25,24,506,96,5,5,2932415,1,1,1,0
"Denver-Aurora-Broomfield, CO",2020-03-26,25,646,140,7,2,2932415,1,1,1,0
"Denver-Aurora-Broomfield, CO",2020-03-27,26,795,149,9,2,2932415,1,1,1,0
"Denver-Aurora-Broomfield, CO",2020-03-28,27,963,168,10,1,2932415,1,1,1,0
"Denver-Aurora-Broomfield, CO",2020-03-29,28,1100,137,10,0,2932415,1,1,1,1
"Denver-Aurora-Broomfield, CO",2020-03-30,29,1329,229,11,1,2932415,1,1,1,1
"Denver-Aurora-Broomfield, CO",2020-03-31,30,1554,225,22,11,2932415,1,1,1,1
"Denver-Aurora-Broomfield, CO",2020-04-01,31,1730,176,30,8,2932415,1,1,1,1
"Denver-Aurora-Broomfield, CO",2020-04-02,32,1944,214,40,10,2932415,1,1,1,1
"Denver-Aurora-Broomfield, CO",2020-04-03,33,2197,253,50,10,2932415,1,1,1,1
"Denver-Aurora-Broomfield, CO",2020-04-04,34,2397,200,54,4,2932415,1,1,1,1
"Denver-Aurora-Broomfield, CO",2020-04-05,35,2599,202,63,9,2932415,1,1,1,1
"Denver-Aurora-Broomfield, CO",2020-04-06,36,2703,104,67,4,2932415,1,1,1,1
"Denver-Aurora-Broomfield, CO",2020-04-07,37,2872,169,93,26,2932415,1,1,1,1
"Denver-Aurora-Broomfield, CO",2020-04-08,38,3036,164,100,7,2932415,1,1,1,1
"Denver-Aurora-Broomfield, CO",2020-04-09,39,3400,364,116,16,2932415,1,1,1,1
"Denver-Aurora-Broomfield, CO",2020-04-10,40,3651,251,133,17,2932415,1,1,1,1
"Denver-Aurora-Broomfield, CO",2020-04-11,41,3884,233,146,13,2932415,1,1,1,1
"Denver-Aurora-Broomfield, CO",2020-04-12,42,4153,269,152,6,2932415,1,1,1,1
"Denver-Aurora-Broomfield, CO",2020-04-13,43,4387,234,160,8,2932415,1,1,1,1
"Denver-Aurora-Broomfield, CO",2020-04-14,44,4554,167,172,12,2932415,1,1,1,1
"Denver-Aurora-Broomfield, CO",2020-04-15,45,4744,190,191,19,2932415,1,1,1,1
"Denver-Aurora-Broomfield, CO",2020-04-16,46,5015,271,198,7,2932415,1,1,1,1
"Denver-Aurora-Broomfield, CO",2020-04-17,47,5292,277,208,10,2932415,1,1,1,1
"Detroit-Warren-Livonia, MI",2020-03-01,0,0,0,0,0,4326442,0,0,0,0
"Detroit-Warren-Livonia, MI",2020-03-02,1,0,0,0,0,4326442,0,0,0,0
"Detroit-Warren-Livonia, MI",2020-03-03,2,0,0,0,0,4326442,0,0,0,0
"Detroit-Warren-Livonia, MI",2020-03-09,8,0,0,0,0,4326442,0,0,0,0
"Detroit-Warren-Livonia, MI",2020-03-10,9,2,2,0,0,4326442,0,0,0,0
"Detroit-Warren-Livonia, MI",2020-03-11,10,2,0,0,0,4326442,0,0,0,0
"Detroit-Warren-Livonia, MI",2020-03-12,11,5,3,0,0,4326442,0,0,0,0
"Detroit-Warren-Livonia, MI",2020-03-13,12,14,9,0,0,4326442,0,0,0,0
